desserts with frog jelly,,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.
potato pancakes,,The menu has lots of options: I hope to go back to try those potato pancakes.
Tuscan cuisine,,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit."
SHOWS,,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
lamb chettinad,,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.
house wine,,"Plus, on Wednesday nights the house wine is unlimited!"
Pub atmosphere,,And even with it's Pub atmosphere they were great to my kids too!
baby pizzas,,Some baby pizzas get their wish.
serves,,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer..."
server,,Our server checked on us maybe twice during the entire meal.
traffic noise,,"It is set far from the small street it's on, and there is no traffic noise."
eel,,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison."
panchetta,,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
hosts,,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts."
served,,The food always tastes fresh and served promptly.
Crispy Duck,,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
creme brulee,,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene."
prix fixe,,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
zucchini blossoms,,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
vegtables,,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
lobby area,,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
seating,,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
dim sum atmosphere,,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
live music,,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped."
crowd,,"Always a nice crowd, but never loud."
people,,The people that work there are always so friendly you forget you are in New York sometimes.
freshness,,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion."
naan,,"Especially liked chicken tikka and the naan, and the dals."
Appetizers,,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.
AC,,"Service was excellent, and the AC worked very well too (thank God, it was hot!)."
Located,,Located at the end of a magnificent block.
Spider Rolls,,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
escargot,,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
Spicy Tuna hand rolls,,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even."
table,,After really enjoying ourselves at the bar we sat down at a table and had dinner.
bartenders,,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady)."
pickles,,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
TOASTING,,THE BIG COMPLAINT: NO TOASTING AVAILABLE.
classical furniture,,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
sauces,,The sauces used are also not that exciting.
delivered,,"So I've never actually been to M proper, but I've had it delivered a few times."
slice,,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's."
atmoshere,,Great atmoshere and worth every bit.
jalapeno,,A touch more jalapeno heat for contrast and it would have been very good indeed.
cheese fondue,,We could only get through an appetizer and cheese fondue.
cokes,,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip."
bistro fare,,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
fondue,,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.
Indian food,,I love Indian food and consider myself to be quite an expert on it.
Italian cheese,,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
lunch menu,,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.
house salad,,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine."
table grilling,,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.
lemon salad,,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
three course meal,,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.
sevpuri,,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers."
trout,,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner."
flavors,,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine."
pepper,,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
noise,,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks."
eating,,I look forward to eating here again
roofdeck,,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
chefs,,"All the money went into the interior decoration, none of it went to the chefs."
jazz nights,,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped."
mixed drink special,,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.
Sea Bass,,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
salt pepper shrimps,,Try the spicy wontons and the salt pepper shrimps.
bannan fritter,,We got in line and were served while in line a bannan fritter.
white wine,,"Butter was melted, white wine warm, cheese oozing everywhere."
portioins,,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant."
shrimp appetizers,,You must try the shrimp appetizers.
nightcap,,"Great for groups, great for a date, great for early brunch or a nightcap."
beef version,,It was not above ordinary and the beef version had cheap (undercooked) beef.
black white shakes,,black white shakes came out good also.
pasta,,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!"
quality of food,,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
clams oreganta,,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.
Steak Tartare,,"The Steak Tartare is a great bet, they fix it for you at the table."
seafood tagliatelle,,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
cheff,,I really loved the different and inovated touch that's the cheff gives to the food.
roast pork buns,,"A few tips: skip the turnip cake, roast pork buns and egg custards."
pastrami on challah sandwich,,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money."
fillings,,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.
diner,,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
Gnochi,,Once they ran out of Gnochi and made it for me from scratch!
herbs,,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
paninis,,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
cafe,,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better."
pieces of sushi,,"Largest and freshest pieces of sushi, and delicious!"
oatmeal,,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item."
side,,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
dinner,,This is a consistently great place to dine for lunch or dinner.
toppings,,"A large is $20, and toppings are about $3 each."
cater,,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!"
sake list,,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"
thai cuisine,,I would definitely recommend SEA if you like thai cuisine!
Pad thai,,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places."
lunch meetings,,"Also good for client lunch meetings, esp."
clubhouse,,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
ladies,,Right off the major deegan you get ladies from all over the city.
managers,,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
italian dishes,,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!"
fondue appetizer,,I was pretty much full after our fondue appetizer.
dining experiences,,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences."
rye bread,,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).
coat check girls,,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).
servers,,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention."
mushrooms,,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.
hanger steak,,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
kielbasa,,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.
brassiere food,,"The menu consisted of standard brassiere food, better then places like Balthazar etc."
Sauce,,Sauce was watery and the food didn't have much flavor.
rolls,,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura."
cold appetizer dishes,,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.
bar food,,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers."
staff member,,The only friendly staff member was the guy at the bar.
area,,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty."
vegetables,,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
shrimp scampi,,The shrimp scampi was excellent and the antipasti were plentiful.
caviar,,We had champagne and caviar and felt like princesses!
beer,,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
desert,,"Nice atmosphere, the service was very pleasant and the desert was good."
blue cheese,,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent."
basic dishes,,The selection changes frequently but the basic dishes are always available.
chutneys,,You can even get packages of the chutneys to stock your fridge!
chef app,,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.
mushroom consomme,,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.
selection of meats and seafoods,,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
lox,,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner."
main dining room,,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
house varities,,"Only wine and beer are served, but the house varities are actually quite good."
Italian decor,,"Nice restaurant overall, with classic upscale Italian decor."
Indian Fast Food,,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).
Bartender,,Bartender was unable to tear himself away from friends at bar.
filet,,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared."
signs,,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
santa fe chopped salad,,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
French bistro fare,,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
pot of boiling water,,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles."
sea bass,,Try the sea bass.
delivery,,Faan's got a great concept but a little rough on the delivery.
bun,,"But, they were too big for the bun."
seafood dishes,,Went there and had a combination of different seafood dishes and appetizers.
omelet,,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
line,,I go back in line like three times on average until I can't walk anymore.
eat,,"A cheap eat for NYC, but not for dosa."
horedevous,,"Three page wine menu, one page entree and horedevous."
BBQ Salmon,,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
rush,,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
portions,,"The food was pretty good, but a little flavorless and the portions very small, including dessert."
places,,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places."
food spot,,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city."
Indoor,,Indoor was very cozy and cute.
fries,,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries)."
indian cuisine,,"But after last night, Spice Grill is the only place I'm eating indian cuisine."
portion size,,The menu prices are a bit expensive for what you get in quality and portion size.
Seating,,Seating is ok even though sometimes there's alot of people.
dining room,,The dining room is quietly elegant with no music to shout over -- how refreshing!
Guizhou chicken,,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu)."
special effects,,It is a lot of fun with live entertainment and all kinds of Disney type special effects.
beginning appetizers,,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations."
apple tarte tatin,,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
meat dishes,,The meat dishes were only so-so.
amuse bouche,,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.
mesclun,,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses."
expresso,,One of us actually liked the expresso - that's it.
tuna melt,,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
taste,,I've been coming here as a child and always come back for the taste.
reservations,,"I have tried to make reservations, but both times, the hostess didn't have my name."
root vegetables,,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.
pie,,"He not only makes his own homemade mozzarella, but every pie is ultra fresh."
stir fry blue crab,,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
Chicken Teriyaki dish,,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
calzones,,"Their calzones are horrific, bad, vomit-inducing, YUCK."
crawfish boiled,,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well."
appetizing,,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).
botle of wine,,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare."
lawns,,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
fish with hot bean source,,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu)."
sommlier,,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance."
check,,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
menu items,,The service was attentive and her suggestions of menu items was right on the mark.
quail,,The quail was fantastic and unique and the pastas were full of flavor.
spice,,BE CAREFUL before you request extra spice.
lemon,,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
crunchy tuna,,"Try the crunchy tuna, it is to die for."
ingredients,,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
hot pot with seafood,,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner."
tip,,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
Octopus salad,,The octopus eaters were floored by the Octopus salad.
steak with portobello mushrooms,,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
garden terrace,,First went here to enjoy their garden terrace.
Delivery,,Delivery is fast too.
case of snapple,,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.
Tuna roll,,The spicy Tuna roll is huge and probably the best that I've had at this price range.
setting,,"Great food, good size menu, great service and an unpretensious setting."
lotus leaf wrapped rice,,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
dinner location,,This restaurant used to be our regular Thursday night dinner location.
beverage manager,,"And Kruno, the beverage manager is the best bartender I have yet to come across."
truffle oil,,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
mayonnaise,,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
roll,,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
sushi places,,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.
crab cakes,,Delicious crab cakes too.
cod with paella,,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries)."
white tuna sashimi,,then we ordered a dinosaur rolls and white tuna sashimi.
dessert wine,,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49."
mussaman curry,,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato."
bruscetta,,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen."
Edamame pureed,,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).
Chilean Sea Bass,,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
chow fun and chow see,,My chow fun and chow see was really bland and oily.
Guizhou Chicken,,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy."
dals,,"Especially liked chicken tikka and the naan, and the dals."
spot lights,,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses."
reservation,,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.
Godmother pizza,,I couldn't reccommend their Godmother pizza any higher.
pizzas,,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas."
sides,,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.
Pastrami,,Best Pastrami I ever had and great portion without being ridiculous.
potato,,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato."
glass of Leaping Lizard,,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy."
sour spicy soup,,Best drumsticks over rice and sour spicy soup in town!
entertainment,,Our family never expected such incredible entertainment in a restaurant.
svc,,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
spicy tuna,,The spicy tuna and salmon are the best we've ever had.
soy sauce,,The soup for the udon was soy sauce and water.
cooked,,The rice was poor quality and was cooked so badly it was hard.
portion,,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
thai food,,Don't eat here unless you're starving for thai food and you work next door.
ACTORS,,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
sauce on the pizza,,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
barebecued salmon,,The barebecued salmon is elegantly spiced and not at all dry.
chicken with black bean sauce,,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken."
hanger steak au poivre,,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
platter,,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars."
open kitchen,,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
kalbi,,kalbi and nebbiolo do work together.
