lobby,4,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,,
appetizer platter,1,We were fast to order the appetizer platter since we were very hungry.,,
butter,1,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,,
Change Mojito,1,"I also ordered the Change Mojito, which was out of this world.",,
spicy tuna roll,1,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",,
entrees,4,The menu is very limited - i think we counted 4 or 5 entrees.,,
summer rolls,1,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",,
crackling calamari salad,1,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",,
Japanese classic cuisine,1,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,,
onion soup,1,"The food was really good, I had the onion soup and it was one of the best ever.",,
chocolate sampler,2,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,
antipasti,1,The shrimp scampi was excellent and the antipasti were plentiful.,,
wait building,4,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",,
burgers,1,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",,
Manager,2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,
round tables,4,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",,
hot dogs,1,"Try the hot dogs too, they're snappy and delicious.",,
chicken vindaloo,1,If you like spicy food get the chicken vindaloo.,,
office lunch,1,Went there for an office lunch.,,
Japanese Tapas,1,Consistently good Japanese Tapas.,,
General Tao chicken,1,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",,
pad see ew,1,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,,
Plain Cheese slice,1,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,,
wines by the glass,1,Not enough wines by the glass either.,,
Service,2,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,,
money,3,I just wonder how you can have such a delicious meal for such little money.,,
dosa,5,"A cheap eat for NYC, but not for dosa.",,
sardines with biscuits,1,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",,
somosas,1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",,
Sushi fix,1,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,
exotic salad,1,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,,
filet mignon dish,1,The filet mignon dish was superb!,,
seats,4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,,
dance floor,4,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",,
flavor,1,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",,
Salads,1,Salads are a delicious way to begin the meal.,,
mixed drinks,1,They've the best desserts and mixed drinks as well as snack foods.,,
tables,4,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",,
specials menus,1,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",,
food art,1,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,
pumkin tortelini,1,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",,
insde table,4,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",,
containers for condiments,2,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,,
pasta dishes,1,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",,
waiting area,4,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,,
workers,2,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",,
secondi,2,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",,
dhal,1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",,
knish,1,I would have gotten some cole slaw and a knish if my stomach had more space.,,
tomato sauce,1,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",,
location,5,The location and ambience is Ok but the food is what makes up for it.,,
delivery time,2,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",,
actors,4,I loved everythig about it-especially the shows and actors.,,
counter service,2,The waitresses are nice--also you can just get counter service sit.,,
thai popcorn,1,i recommend the thai popcorn :),,
hot tea,1,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,,
customers,5,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,,
dim sum orders,2,Several of the dim sum orders had about 6-8 pieces.,,
bottle minimun,1,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,,
mayo,1,Their whitefish salad is excellent--all whitefish with a little mayo.,,
Pastrami sandwich,1,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",,
miso soup,1,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,,
Dinner,5,Dinner took almost 4 hours without any lag time.,,
roti rolls,1,This is an amazing place to try some roti rolls.,,
outdoor seating,2,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,
chocolate cake,1,,,
Spreads,1,Spreads and toppings are great - though a bit pricey.,,
desserts with frog jelly,1,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,,
potato pancakes,1,The menu has lots of options: I hope to go back to try those potato pancakes.,,
Tuscan cuisine,1,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",,
SHOWS,4,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,,
lamb chettinad,1,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,,
house wine,1,"Plus, on Wednesday nights the house wine is unlimited!",,
Pub atmosphere,4,And even with it's Pub atmosphere they were great to my kids too!,,
baby pizzas,1,Some baby pizzas get their wish.,,
serves,2,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",,
server,2,Our server checked on us maybe twice during the entire meal.,,
traffic noise,4,"It is set far from the small street it's on, and there is no traffic noise.",,
eel,1,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",,
panchetta,1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,
hosts,2,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",,
served,2,The food always tastes fresh and served promptly.,,
Crispy Duck,1,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",,
creme brulee,1,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",,
prix fixe,1,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,,
zucchini blossoms,1,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",,
vegtables,1,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,
lobby area,4,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,,
seating,2,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",,
dim sum atmosphere,4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",,
live music,4,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",,
crowd,4,"Always a nice crowd, but never loud.",,
people,4,The people that work there are always so friendly you forget you are in New York sometimes.,,
freshness,1,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",,
naan,1,"Especially liked chicken tikka and the naan, and the dals.",,
Appetizers,1,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,,
AC,2,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",,
Located,5,Located at the end of a magnificent block.,,
Spider Rolls,1,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,,
escargot,1,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",,
Spicy Tuna hand rolls,1,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",,
table,4,After really enjoying ourselves at the bar we sat down at a table and had dinner.,,
bartenders,4,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",,
pickles,1,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",,
TOASTING,1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,,
classical furniture,4,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",,
sauces,1,The sauces used are also not that exciting.,,
delivered,2,"So I've never actually been to M proper, but I've had it delivered a few times.",,
slice,1,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",,
atmoshere,4,Great atmoshere and worth every bit.,,
jalapeno,1,A touch more jalapeno heat for contrast and it would have been very good indeed.,,
cheese fondue,1,We could only get through an appetizer and cheese fondue.,,
cokes,1,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",,
bistro fare,1,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",,
fondue,1,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,,
Indian food,1,I love Indian food and consider myself to be quite an expert on it.,,
Italian cheese,1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",,
lunch menu,2,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,,
house salad,1,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",,
table grilling,1,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,,
lemon salad,1,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",,
three course meal,5,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,,
sevpuri,1,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",,
trout,1,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",,
flavors,1,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",,
pepper,1,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",,
noise,4,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",,
eating,5,I look forward to eating here again,,
roofdeck,1,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",,
chefs,2,"All the money went into the interior decoration, none of it went to the chefs.",,
jazz nights,4,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",,
mixed drink special,1,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,,
Sea Bass,1,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",,
salt pepper shrimps,1,Try the spicy wontons and the salt pepper shrimps.,,
bannan fritter,2,We got in line and were served while in line a bannan fritter.,,
white wine,1,"Butter was melted, white wine warm, cheese oozing everywhere.",,
portioins,1,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",,
shrimp appetizers,1,You must try the shrimp appetizers.,,
nightcap,4,"Great for groups, great for a date, great for early brunch or a nightcap.",,
beef version,1,It was not above ordinary and the beef version had cheap (undercooked) beef.,,
black white shakes,1,black white shakes came out good also.,,
pasta,1,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",,
quality of food,1,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",,
clams oreganta,1,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,,
Steak Tartare,1,"The Steak Tartare is a great bet, they fix it for you at the table.",,
seafood tagliatelle,1,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",,
cheff,1,I really loved the different and inovated touch that's the cheff gives to the food.,,
roast pork buns,1,"A few tips: skip the turnip cake, roast pork buns and egg custards.",,
pastrami on challah sandwich,1,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",,
fillings,2,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,,
diner,5,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,,
Gnochi,1,Once they ran out of Gnochi and made it for me from scratch!,,
herbs,1,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,
paninis,1,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",,
cafe,1,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",,
pieces of sushi,1,"Largest and freshest pieces of sushi, and delicious!",,
oatmeal,1,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",,
side,1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",,
dinner,5,This is a consistently great place to dine for lunch or dinner.,,
toppings,1,"A large is $20, and toppings are about $3 each.",,
cater,2,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",,
sake list,3,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",,
thai cuisine,1,I would definitely recommend SEA if you like thai cuisine!,,
Pad thai,1,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",,
lunch meetings,4,"Also good for client lunch meetings, esp.",,
clubhouse,1,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,
ladies,5,Right off the major deegan you get ladies from all over the city.,,
managers,2,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",,
italian dishes,1,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",,
fondue appetizer,1,I was pretty much full after our fondue appetizer.,,
dining experiences,4,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",,
rye bread,1,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,,
coat check girls,2,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,,
servers,2,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",,
mushrooms,1,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,,
hanger steak,1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,
kielbasa,1,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,,
brassiere food,1,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",,
Sauce,1,Sauce was watery and the food didn't have much flavor.,,
rolls,1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",,
cold appetizer dishes,1,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,,
bar food,1,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",,
staff member,2,The only friendly staff member was the guy at the bar.,,
area,4,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",,
vegetables,1,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",,
shrimp scampi,1,The shrimp scampi was excellent and the antipasti were plentiful.,,
caviar,1,We had champagne and caviar and felt like princesses!,,
beer,1,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",,
desert,1,"Nice atmosphere, the service was very pleasant and the desert was good.",,
blue cheese,1,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",,
basic dishes,1,The selection changes frequently but the basic dishes are always available.,,
chutneys,1,You can even get packages of the chutneys to stock your fridge!,,
chef app,2,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,,
mushroom consomme,1,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,,
selection of meats and seafoods,1,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",,
lox,1,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",,
main dining room,4,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",,
house varities,4,"Only wine and beer are served, but the house varities are actually quite good.",,
Italian decor,1,"Nice restaurant overall, with classic upscale Italian decor.",,
Indian Fast Food,1,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,,
Bartender,1,Bartender was unable to tear himself away from friends at bar.,,
filet,1,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",,
signs,2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",,
santa fe chopped salad,1,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",,
French bistro fare,1,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",,
pot of boiling water,1,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",,
sea bass,1,Try the sea bass.,,
delivery,2,Faan's got a great concept but a little rough on the delivery.,,
bun,1,"But, they were too big for the bun.",,
seafood dishes,1,Went there and had a combination of different seafood dishes and appetizers.,,
omelet,1,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",,
line,2,I go back in line like three times on average until I can't walk anymore.,,
eat,5,"A cheap eat for NYC, but not for dosa.",,
horedevous,1,"Three page wine menu, one page entree and horedevous.",,
BBQ Salmon,1,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",,
rush,1,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",,
portions,4,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",,
places,4,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",,
food spot,1,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",,
Indoor,4,Indoor was very cozy and cute.,,
fries,1,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",,
indian cuisine,1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",,
portion size,4,The menu prices are a bit expensive for what you get in quality and portion size.,,
Seating,4,Seating is ok even though sometimes there's alot of people.,,
dining room,4,The dining room is quietly elegant with no music to shout over -- how refreshing!,,
Guizhou chicken,1,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",,
special effects,2,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,
beginning appetizers,1,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",,
apple tarte tatin,1,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,,
meat dishes,1,The meat dishes were only so-so.,,
amuse bouche,1,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,,
mesclun,1,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",,
expresso,1,One of us actually liked the expresso - that's it.,,
tuna melt,1,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,,
taste,1,I've been coming here as a child and always come back for the taste.,,
reservations,2,"I have tried to make reservations, but both times, the hostess didn't have my name.",,
root vegetables,1,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,,
pie,1,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",,
stir fry blue crab,1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",,
Chicken Teriyaki dish,1,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,,
calzones,2,"Their calzones are horrific, bad, vomit-inducing, YUCK.",,
crawfish boiled,1,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",,
appetizing,1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,
botle of wine,1,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",,
lawns,4,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,,
fish with hot bean source,1,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",,
sommlier,1,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",,
check,3,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",,
menu items,2,The service was attentive and her suggestions of menu items was right on the mark.,,
quail,1,The quail was fantastic and unique and the pastas were full of flavor.,,
spice,1,BE CAREFUL before you request extra spice.,,
lemon,1,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",,
crunchy tuna,1,"Try the crunchy tuna, it is to die for.",,
ingredients,1,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",,
hot pot with seafood,1,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",,
tip,3,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",,
Octopus salad,1,The octopus eaters were floored by the Octopus salad.,,
steak with portobello mushrooms,1,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",,
garden terrace,2,First went here to enjoy their garden terrace.,,
Delivery,2,Delivery is fast too.,,
case of snapple,1,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,,
Tuna roll,1,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,
setting,4,"Great food, good size menu, great service and an unpretensious setting.",,
lotus leaf wrapped rice,1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,,
dinner location,4,This restaurant used to be our regular Thursday night dinner location.,,
beverage manager,2,"And Kruno, the beverage manager is the best bartender I have yet to come across.",,
truffle oil,1,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,,
mayonnaise,1,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",,
roll,1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,
sushi places,4,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,,
crab cakes,1,Delicious crab cakes too.,,
cod with paella,1,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",,
white tuna sashimi,1,then we ordered a dinosaur rolls and white tuna sashimi.,,
dessert wine,1,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,
mussaman curry,1,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",,
bruscetta,1,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",,
Edamame pureed,1,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,,
Chilean Sea Bass,1,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",,
chow fun and chow see,1,My chow fun and chow see was really bland and oily.,,
Guizhou Chicken,1,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",,
dals,2,"Especially liked chicken tikka and the naan, and the dals.",,
spot lights,1,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",,
reservation,2,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,,
Godmother pizza,1,I couldn't reccommend their Godmother pizza any higher.,,
pizzas,1,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",,
sides,1,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,,
Pastrami,1,Best Pastrami I ever had and great portion without being ridiculous.,,
potato,1,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",,
glass of Leaping Lizard,2,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",,
sour spicy soup,1,Best drumsticks over rice and sour spicy soup in town!,,
entertainment,4,Our family never expected such incredible entertainment in a restaurant.,,
svc,1,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,
spicy tuna,1,The spicy tuna and salmon are the best we've ever had.,,
soy sauce,1,The soup for the udon was soy sauce and water.,,
cooked,2,The rice was poor quality and was cooked so badly it was hard.,,
portion,1,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,,
thai food,1,Don't eat here unless you're starving for thai food and you work next door.,,
ACTORS,4,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,,
sauce on the pizza,1,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,,
barebecued salmon,1,The barebecued salmon is elegantly spiced and not at all dry.,,
chicken with black bean sauce,1,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",,
hanger steak au poivre,1,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",,
platter,1,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",,
open kitchen,4,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,
kalbi,1,kalbi and nebbiolo do work together.,,
